date,medicine_id,medicine_name,category,sales,price,base_criticality,day_of_week,month,year,is_weekend,season,season_name,current_stock,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30
2024-03-25,MED002,Amoxicilline 500mg,Antibiotique,115,3500,8,0,3,2024,0,0,dry,2962,70.0,130.0,131.0,104.0,63.0,102.71428571428571,101.21428571428571,103.86666666666666
2024-03-25,MED003,Arthéméther 20mg,Antipaludéen,73,2500,10,0,3,2024,0,0,dry,1705,28.0,61.0,80.0,73.0,23.0,55.857142857142854,52.0,50.56666666666667
2024-03-25,MED004,SRO (Sel Réhydratation),Réhydratation,22,500,9,0,3,2024,0,0,dry,961,13.0,19.0,23.0,33.0,10.0,19.714285714285715,19.714285714285715,20.2
2024-03-25,MED005,Métronidazole 250mg,Antiparasitaire,19,2000,7,0,3,2024,0,0,dry,853,16.0,21.0,26.0,23.0,9.0,21.285714285714285,20.642857142857142,20.633333333333333
2024-03-25,MED006,Ibuprofène 400mg,Anti-inflammatoire,71,1800,6,0,3,2024,0,0,dry,2829,35.0,51.0,80.0,50.0,34.0,54.857142857142854,57.07142857142857,51.86666666666667
2024-03-25,MED007,Ciprofloxacine 500mg,Antibiotique,64,4000,8,0,3,2024,0,0,dry,987,35.0,65.0,77.0,59.0,37.0,61.42857142857143,59.785714285714285,57.43333333333333
2024-03-25,MED008,Quinine 300mg,Antipaludéen,23,5000,9,0,3,2024,0,0,dry,920,7.0,15.0,24.0,22.0,12.0,15.857142857142858,15.928571428571429,16.5
2024-03-25,MED009,ORS + Zinc,Réhydratation,35,800,8,0,3,2024,0,0,dry,674,17.0,20.0,37.0,30.0,13.0,24.428571428571427,24.285714285714285,23.866666666666667
2024-03-25,MED010,Ceftriaxone 1g,Antibiotique,50,6000,9,0,3,2024,0,0,dry,1903,24.0,24.0,47.0,32.0,26.0,32.857142857142854,32.42857142857143,32.06666666666667
2024-03-25,MED011,Vaccin Méningite,Vaccin,53,8000,10,0,3,2024,0,0,dry,2013,16.0,32.0,41.0,57.0,23.0,32.57142857142857,34.642857142857146,34.43333333333333
2024-03-25,MED012,Moustiquaire imprégnée,Prévention,19,3000,8,0,3,2024,0,0,dry,634,7.0,12.0,17.0,20.0,7.0,12.857142857142858,12.214285714285714,12.633333333333333
2024-03-25,MED013,Cétirizine 10mg,Antiallergique,44,1200,5,0,3,2024,0,0,dry,1303,29.0,47.0,45.0,76.0,20.0,45.42857142857143,46.07142857142857,44.833333333333336
2024-03-25,MED014,Oméprazole 20mg,Gastrique,38,2500,6,0,3,2024,0,0,dry,1034,17.0,38.0,50.0,56.0,18.0,32.42857142857143,35.785714285714285,37.53333333333333
2024-03-25,MED015,Salbutamol inhalateur,Respiratoire,44,4500,7,0,3,2024,0,0,dry,747,24.0,35.0,36.0,57.0,25.0,35.42857142857143,36.0,35.7
2024-03-26,MED001,Paracétamol 500mg,Antalgique,94,1500,9,1,3,2024,0,0,dry,1723,116.0,62.0,119.0,82.0,34.0,83.14285714285714,82.21428571428571,82.1
2024-03-26,MED002,Amoxicilline 500mg,Antibiotique,155,3500,8,1,3,2024,0,0,dry,6731,115.0,65.0,98.0,136.0,52.0,110.85714285714286,102.57142857142857,107.3
2024-03-26,MED003,Arthéméther 20mg,Antipaludéen,46,2500,10,1,3,2024,0,0,dry,2008,73.0,30.0,78.0,70.0,21.0,51.285714285714285,50.285714285714285,51.4
2024-03-26,MED004,SRO (Sel Réhydratation),Réhydratation,27,500,9,1,3,2024,0,0,dry,647,22.0,11.0,30.0,20.0,13.0,19.285714285714285,20.214285714285715,20.666666666666668
2024-03-26,MED005,Métronidazole 250mg,Antiparasitaire,20,2000,7,1,3,2024,0,0,dry,600,19.0,12.0,28.0,22.0,11.0,20.142857142857142,20.5,20.933333333333334
2024-03-26,MED006,Ibuprofène 400mg,Anti-inflammatoire,76,1800,6,1,3,2024,0,0,dry,2752,71.0,25.0,70.0,77.0,31.0,55.714285714285715,57.0,53.36666666666667
2024-03-26,MED007,Ciprofloxacine 500mg,Antibiotique,53,4000,8,1,3,2024,0,0,dry,910,64.0,42.0,78.0,82.0,42.0,57.857142857142854,57.714285714285715,57.8
2024-03-26,MED008,Quinine 300mg,Antipaludéen,19,5000,9,1,3,2024,0,0,dry,453,23.0,9.0,23.0,20.0,12.0,15.285714285714286,15.857142857142858,16.733333333333334
2024-03-26,MED009,ORS + Zinc,Réhydratation,26,800,8,1,3,2024,0,0,dry,609,35.0,11.0,38.0,30.0,11.0,22.714285714285715,24.0,24.366666666666667
2024-03-26,MED010,Ceftriaxone 1g,Antibiotique,51,6000,9,1,3,2024,0,0,dry,2186,50.0,15.0,44.0,43.0,15.0,33.857142857142854,33.0,33.266666666666666
2024-03-26,MED011,Vaccin Méningite,Vaccin,45,8000,10,1,3,2024,0,0,dry,1898,53.0,19.0,34.0,43.0,20.0,34.142857142857146,34.785714285714285,35.266666666666666
2024-03-26,MED012,Moustiquaire imprégnée,Prévention,14,3000,8,1,3,2024,0,0,dry,410,19.0,9.0,14.0,18.0,9.0,12.857142857142858,11.928571428571429,12.8
2024-03-26,MED013,Cétirizine 10mg,Antiallergique,49,1200,5,1,3,2024,0,0,dry,1676,44.0,26.0,61.0,44.0,32.0,43.714285714285715,46.42857142857143,45.4
2024-03-26,MED014,Oméprazole 20mg,Gastrique,66,2500,6,1,3,2024,0,0,dry,2184,38.0,23.0,40.0,40.0,17.0,36.142857142857146,37.642857142857146,39.166666666666664
2024-03-26,MED015,Salbutamol inhalateur,Respiratoire,42,4500,7,1,3,2024,0,0,dry,1446,44.0,22.0,42.0,45.0,17.0,35.42857142857143,35.785714285714285,36.53333333333333
2024-03-27,MED001,Paracétamol 500mg,Antalgique,80,1500,9,2,3,2024,0,0,dry,3332,94.0,41.0,113.0,113.0,94.0,78.42857142857143,79.85714285714286,81.63333333333334
2024-03-27,MED002,Amoxicilline 500mg,Antibiotique,131,3500,8,2,3,2024,0,0,dry,3730,155.0,70.0,146.0,119.0,142.0,108.71428571428571,103.42857142857143,106.93333333333334
2024-03-27,MED003,Arthéméther 20mg,Antipaludéen,65,2500,10,2,3,2024,0,0,dry,2193,46.0,28.0,68.0,61.0,48.0,50.857142857142854,50.57142857142857,51.96666666666667
2024-03-27,MED004,SRO (Sel Réhydratation),Réhydratation,20,500,9,2,3,2024,0,0,dry,709,27.0,13.0,24.0,29.0,34.0,18.714285714285715,19.571428571428573,20.2
2024-03-27,MED005,Métronidazole 250mg,Antiparasitaire,23,2000,7,2,3,2024,0,0,dry,837,20.0,16.0,26.0,30.0,29.0,19.714285714285715,20.0,20.733333333333334
2024-03-27,MED006,Ibuprofène 400mg,Anti-inflammatoire,77,1800,6,2,3,2024,0,0,dry,3012,76.0,35.0,77.0,72.0,52.0,55.714285714285715,57.357142857142854,54.2
2024-03-27,MED007,Ciprofloxacine 500mg,Antibiotique,75,4000,8,2,3,2024,0,0,dry,2295,53.0,35.0,91.0,58.0,68.0,55.57142857142857,58.92857142857143,58.03333333333333
2024-03-27,MED008,Quinine 300mg,Antipaludéen,16,5000,9,2,3,2024,0,0,dry,612,19.0,7.0,18.0,17.0,19.0,15.0,15.785714285714286,16.633333333333333
2024-03-27,MED009,ORS + Zinc,Réhydratation,26,800,8,2,3,2024,0,0,dry,777,26.0,17.0,28.0,27.0,22.0,22.428571428571427,23.928571428571427,24.5
2024-03-27,MED010,Ceftriaxone 1g,Antibiotique,38,6000,9,2,3,2024,0,0,dry,722,51.0,24.0,49.0,48.0,56.0,32.285714285714285,32.285714285714285,32.666666666666664
2024-03-27,MED011,Vaccin Méningite,Vaccin,52,8000,10,2,3,2024,0,0,dry,864,45.0,16.0,45.0,43.0,62.0,35.142857142857146,35.42857142857143,34.93333333333333
2024-03-27,MED012,Moustiquaire imprégnée,Prévention,18,3000,8,2,3,2024,0,0,dry,441,14.0,7.0,15.0,11.0,14.0,13.285714285714286,12.428571428571429,12.933333333333334
2024-03-27,MED013,Cétirizine 10mg,Antiallergique,41,1200,5,2,3,2024,0,0,dry,1243,49.0,29.0,72.0,64.0,57.0,39.285714285714285,44.785714285714285,44.86666666666667
2024-03-27,MED014,Oméprazole 20mg,Gastrique,37,2500,6,2,3,2024,0,0,dry,861,66.0,17.0,41.0,63.0,56.0,35.57142857142857,35.785714285714285,38.53333333333333
2024-03-27,MED015,Salbutamol inhalateur,Respiratoire,52,4500,7,2,3,2024,0,0,dry,877,42.0,24.0,50.0,54.0,50.0,35.714285714285715,35.642857142857146,36.6
2024-03-28,MED001,Paracétamol 500mg,Antalgique,96,1500,9,3,3,2024,0,0,dry,1451,80.0,116.0,72.0,68.0,82.0,81.85714285714286,81.85714285714286,82.1
2024-03-28,MED002,Amoxicilline 500mg,Antibiotique,85,3500,8,3,3,2024,0,0,dry,3164,131.0,115.0,95.0,111.0,153.0,107.28571428571429,101.57142857142857,104.66666666666667
2024-03-28,MED003,Arthéméther 20mg,Antipaludéen,42,2500,10,3,3,2024,0,0,dry,758,65.0,73.0,53.0,36.0,45.0,49.285714285714285,51.0,51.86666666666667
2024-03-28,MED004,SRO (Sel Réhydratation),Réhydratation,19,500,9,3,3,2024,0,0,dry,439,20.0,22.0,19.0,20.0,20.0,18.714285714285715,19.5,20.166666666666668
2024-03-28,MED005,Métronidazole 250mg,Antiparasitaire,25,2000,7,3,3,2024,0,0,dry,610,23.0,19.0,27.0,21.0,35.0,19.428571428571427,20.285714285714285,20.4
2024-03-28,MED006,Ibuprofène 400mg,Anti-inflammatoire,58,1800,6,3,3,2024,0,0,dry,2421,77.0,71.0,55.0,64.0,51.0,56.142857142857146,56.92857142857143,54.43333333333333
2024-03-28,MED007,Ciprofloxacine 500mg,Antibiotique,54,4000,8,3,3,2024,0,0,dry,2284,75.0,64.0,55.0,53.0,64.0,55.42857142857143,59.0,57.7
2024-03-28,MED008,Quinine 300mg,Antipaludéen,14,5000,9,3,3,2024,0,0,dry,614,16.0,23.0,16.0,18.0,23.0,14.714285714285714,15.5,16.333333333333332
2024-03-28,MED009,ORS + Zinc,Réhydratation,18,800,8,3,3,2024,0,0,dry,640,26.0,35.0,22.0,20.0,31.0,21.857142857142858,23.785714285714285,24.066666666666666
2024-03-28,MED010,Ceftriaxone 1g,Antibiotique,33,6000,9,3,3,2024,0,0,dry,878,38.0,50.0,24.0,29.0,52.0,33.57142857142857,32.57142857142857,32.03333333333333
2024-03-28,MED011,Vaccin Méningite,Vaccin,40,8000,10,3,3,2024,0,0,dry,1444,52.0,53.0,29.0,43.0,43.0,36.714285714285715,35.214285714285715,34.833333333333336
2024-03-28,MED012,Moustiquaire imprégnée,Prévention,8,3000,8,3,3,2024,0,0,dry,160,18.0,19.0,14.0,8.0,16.0,12.428571428571429,12.428571428571429,12.666666666666666
2024-03-28,MED013,Cétirizine 10mg,Antiallergique,51,1200,5,3,3,2024,0,0,dry,1784,41.0,44.0,39.0,51.0,46.0,41.0,44.785714285714285,45.03333333333333
2024-03-28,MED014,Oméprazole 20mg,Gastrique,51,2500,6,3,3,2024,0,0,dry,1929,37.0,38.0,30.0,47.0,50.0,38.57142857142857,36.07142857142857,38.56666666666667
2024-03-28,MED015,Salbutamol inhalateur,Respiratoire,45,4500,7,3,3,2024,0,0,dry,1623,52.0,44.0,31.0,44.0,43.0,37.714285714285715,35.714285714285715,36.666666666666664
2024-03-29,MED001,Paracétamol 500mg,Antalgique,70,1500,9,4,3,2024,0,0,dry,1271,96.0,94.0,84.0,89.0,124.0,79.85714285714286,80.5,80.3
2024-03-29,MED002,Amoxicilline 500mg,Antibiotique,118,3500,8,4,3,2024,0,0,dry,4050,85.0,155.0,130.0,76.0,152.0,105.57142857142857,104.57142857142857,103.53333333333333
2024-03-29,MED003,Arthéméther 20mg,Antipaludéen,34,2500,10,4,3,2024,0,0,dry,877,42.0,46.0,61.0,33.0,59.0,45.42857142857143,51.07142857142857,51.03333333333333
2024-03-29,MED004,SRO (Sel Réhydratation),Réhydratation,26,500,9,4,3,2024,0,0,dry,780,19.0,27.0,19.0,18.0,19.0,19.714285714285715,20.071428571428573,20.4
2024-03-29,MED005,Métronidazole 250mg,Antiparasitaire,20,2000,7,4,3,2024,0,0,dry,574,25.0,20.0,21.0,18.0,31.0,19.285714285714285,20.428571428571427,20.033333333333335
2024-03-29,MED006,Ibuprofène 400mg,Anti-inflammatoire,41,1800,6,4,3,2024,0,0,dry,1068,58.0,76.0,51.0,57.0,66.0,54.714285714285715,55.785714285714285,53.6
2024-03-29,MED007,Ciprofloxacine 500mg,Antibiotique,51,4000,8,4,3,2024,0,0,dry,845,54.0,53.0,65.0,69.0,51.0,53.42857142857143,57.714285714285715,57.7
2024-03-29,MED008,Quinine 300mg,Antipaludéen,18,5000,9,4,3,2024,0,0,dry,494,14.0,19.0,15.0,17.0,26.0,15.142857142857142,15.571428571428571,16.066666666666666
2024-03-29,MED009,ORS + Zinc,Réhydratation,28,800,8,4,3,2024,0,0,dry,1134,18.0,26.0,20.0,29.0,39.0,23.0,23.714285714285715,23.7
2024-03-29,MED010,Ceftriaxone 1g,Antibiotique,27,6000,9,4,3,2024,0,0,dry,937,33.0,51.0,24.0,25.0,33.0,34.0,32.714285714285715,31.833333333333332
2024-03-29,MED011,Vaccin Méningite,Vaccin,36,8000,10,4,3,2024,0,0,dry,1490,40.0,45.0,32.0,44.0,47.0,37.285714285714285,34.642857142857146,34.46666666666667
2024-03-29,MED012,Moustiquaire imprégnée,Prévention,10,3000,8,4,3,2024,0,0,dry,353,8.0,14.0,12.0,13.0,12.0,12.142857142857142,12.214285714285714,12.6
2024-03-29,MED013,Cétirizine 10mg,Antiallergique,48,1200,5,4,3,2024,0,0,dry,1145,51.0,49.0,47.0,55.0,46.0,41.142857142857146,44.285714285714285,45.1
2024-03-29,MED014,Oméprazole 20mg,Gastrique,31,2500,6,4,3,2024,0,0,dry,1071,51.0,66.0,38.0,29.0,59.0,37.57142857142857,36.214285714285715,37.63333333333333
2024-03-29,MED015,Salbutamol inhalateur,Respiratoire,41,4500,7,4,3,2024,0,0,dry,1003,45.0,42.0,35.0,38.0,43.0,38.57142857142857,35.92857142857143,36.6
2024-03-30,MED001,Paracétamol 500mg,Antalgique,52,1500,9,5,3,2024,1,0,dry,1396,70.0,80.0,62.0,36.0,78.0,78.42857142857143,81.64285714285714,79.43333333333334
2024-03-30,MED002,Amoxicilline 500mg,Antibiotique,68,3500,8,5,3,2024,1,0,dry,1426,118.0,131.0,65.0,66.0,125.0,106.0,104.71428571428571,101.63333333333334
2024-03-30,MED003,Arthéméther 20mg,Antipaludéen,35,2500,10,5,3,2024,1,0,dry,826,34.0,65.0,30.0,35.0,56.0,46.142857142857146,51.07142857142857,50.333333333333336
2024-03-30,MED004,SRO (Sel Réhydratation),Réhydratation,11,500,9,5,3,2024,1,0,dry,184,26.0,20.0,11.0,12.0,23.0,19.714285714285715,20.0,20.0
2024-03-30,MED005,Métronidazole 250mg,Antiparasitaire,9,2000,7,5,3,2024,1,0,dry,274,20.0,23.0,12.0,11.0,17.0,18.857142857142858,20.285714285714285,19.766666666666666
2024-03-30,MED006,Ibuprofène 400mg,Anti-inflammatoire,25,1800,6,5,3,2024,1,0,dry,1001,41.0,77.0,25.0,34.0,36.0,54.714285714285715,55.142857142857146,53.233333333333334
2024-03-30,MED007,Ciprofloxacine 500mg,Antibiotique,23,4000,8,5,3,2024,1,0,dry,606,51.0,75.0,42.0,41.0,54.0,50.714285714285715,56.42857142857143,56.666666666666664
2024-03-30,MED008,Quinine 300mg,Antipaludéen,8,5000,9,5,3,2024,1,0,dry,124,18.0,16.0,9.0,10.0,17.0,15.0,15.428571428571429,15.766666666666667
2024-03-30,MED009,ORS + Zinc,Réhydratation,11,800,8,5,3,2024,1,0,dry,301,28.0,26.0,11.0,15.0,25.0,23.0,23.428571428571427,23.233333333333334
2024-03-30,MED010,Ceftriaxone 1g,Antibiotique,20,6000,9,5,3,2024,1,0,dry,542,27.0,38.0,15.0,17.0,24.0,34.714285714285715,32.92857142857143,31.7
2024-03-30,MED011,Vaccin Méningite,Vaccin,22,8000,10,5,3,2024,1,0,dry,722,36.0,52.0,19.0,17.0,29.0,37.714285714285715,35.0,34.233333333333334
2024-03-30,MED012,Moustiquaire imprégnée,Prévention,5,3000,8,5,3,2024,1,0,dry,144,10.0,18.0,9.0,7.0,12.0,11.571428571428571,12.071428571428571,12.366666666666667
2024-03-30,MED013,Cétirizine 10mg,Antiallergique,34,1200,5,5,3,2024,1,0,dry,1039,48.0,41.0,26.0,34.0,32.0,42.285714285714285,44.285714285714285,45.166666666666664
2024-03-30,MED014,Oméprazole 20mg,Gastrique,26,2500,6,5,3,2024,1,0,dry,633,31.0,37.0,23.0,27.0,45.0,38.0,36.142857142857146,37.0
2024-03-30,MED015,Salbutamol inhalateur,Respiratoire,25,4500,7,5,3,2024,1,0,dry,954,41.0,52.0,22.0,23.0,26.0,39.0,36.07142857142857,36.56666666666667
2024-03-31,MED001,Paracétamol 500mg,Antalgique,48,1500,9,6,3,2024,1,0,dry,2125,52.0,96.0,41.0,40.0,101.0,79.42857142857143,82.21428571428571,77.66666666666667
2024-03-31,MED002,Amoxicilline 500mg,Antibiotique,47,3500,8,6,3,2024,1,0,dry,728,68.0,85.0,70.0,59.0,92.0,102.71428571428571,103.85714285714286,100.13333333333334
2024-03-31,MED003,Arthéméther 20mg,Antipaludéen,33,2500,10,6,3,2024,1,0,dry,1294,35.0,42.0,28.0,22.0,43.0,46.857142857142854,51.857142857142854,50.0
2024-03-31,MED004,SRO (Sel Réhydratation),Réhydratation,9,500,9,6,3,2024,1,0,dry,206,11.0,19.0,13.0,16.0,23.0,19.142857142857142,19.5,19.533333333333335
2024-03-31,MED005,Métronidazole 250mg,Antiparasitaire,8,2000,7,6,3,2024,1,0,dry,190,9.0,25.0,16.0,12.0,16.0,17.714285714285715,20.0,19.5
2024-03-31,MED006,Ibuprofène 400mg,Anti-inflammatoire,34,1800,6,6,3,2024,1,0,dry,1038,25.0,58.0,35.0,31.0,54.0,54.57142857142857,55.357142857142854,52.56666666666667
2024-03-31,MED007,Ciprofloxacine 500mg,Antibiotique,30,4000,8,6,3,2024,1,0,dry,784,23.0,54.0,35.0,27.0,48.0,50.0,56.642857142857146,56.06666666666667
2024-03-31,MED008,Quinine 300mg,Antipaludéen,6,5000,9,6,3,2024,1,0,dry,143,8.0,14.0,7.0,6.0,11.0,14.857142857142858,15.428571428571429,15.6
2024-03-31,MED009,ORS + Zinc,Réhydratation,15,800,8,6,3,2024,1,0,dry,663,11.0,18.0,17.0,11.0,21.0,22.714285714285715,23.714285714285715,23.033333333333335
2024-03-31,MED010,Ceftriaxone 1g,Antibiotique,24,6000,9,6,3,2024,1,0,dry,376,20.0,33.0,24.0,15.0,36.0,34.714285714285715,33.57142857142857,31.3
2024-03-31,MED011,Vaccin Méningite,Vaccin,27,8000,10,6,3,2024,1,0,dry,1039,22.0,40.0,16.0,26.0,30.0,39.285714285714285,35.07142857142857,34.13333333333333
2024-03-31,MED012,Moustiquaire imprégnée,Prévention,8,3000,8,6,3,2024,1,0,dry,229,5.0,8.0,7.0,7.0,13.0,11.714285714285714,12.142857142857142,12.2
2024-03-31,MED013,Cétirizine 10mg,Antiallergique,25,1200,5,6,3,2024,1,0,dry,602,34.0,51.0,29.0,34.0,49.0,41.714285714285715,43.642857142857146,44.36666666666667
2024-03-31,MED014,Oméprazole 20mg,Gastrique,17,2500,6,6,3,2024,1,0,dry,371,26.0,51.0,17.0,18.0,29.0,38.0,36.07142857142857,36.6
2024-03-31,MED015,Salbutamol inhalateur,Respiratoire,18,4500,7,6,3,2024,1,0,dry,531,25.0,45.0,24.0,16.0,42.0,38.142857142857146,36.214285714285715,35.766666666666666
2024-04-01,MED001,Paracétamol 500mg,Antalgique,119,1500,9,0,4,2024,0,0,dry,3476,48.0,70.0,116.0,104.0,61.0,79.85714285714286,83.28571428571429,79.6
2024-04-01,MED002,Amoxicilline 500mg,Antibiotique,96,3500,8,0,4,2024,0,0,dry,4198,47.0,118.0,115.0,131.0,63.0,100.0,101.35714285714286,101.23333333333333
2024-04-01,MED003,Arthéméther 20mg,Antipaludéen,78,2500,10,0,4,2024,0,0,dry,3007,33.0,34.0,73.0,80.0,34.0,47.57142857142857,51.714285714285715,51.46666666666667
2024-04-01,MED004,SRO (Sel Réhydratation),Réhydratation,35,500,9,0,4,2024,0,0,dry,1096,9.0,26.0,22.0,23.0,9.0,21.0,20.357142857142858,20.4
2024-04-01,MED005,Métronidazole 250mg,Antiparasitaire,34,2000,7,0,4,2024,0,0,dry,587,8.0,20.0,19.0,26.0,15.0,19.857142857142858,20.571428571428573,20.133333333333333
2024-04-01,MED006,Ibuprofène 400mg,Anti-inflammatoire,59,1800,6,0,4,2024,0,0,dry,1283,34.0,41.0,71.0,80.0,27.0,52.857142857142854,53.857142857142854,53.63333333333333
2024-04-01,MED007,Ciprofloxacine 500mg,Antibiotique,59,4000,8,0,4,2024,0,0,dry,1134,30.0,51.0,64.0,77.0,32.0,49.285714285714285,55.357142857142854,56.96666666666667
2024-04-01,MED008,Quinine 300mg,Antipaludéen,22,5000,9,0,4,2024,0,0,dry,845,6.0,18.0,23.0,24.0,12.0,14.714285714285714,15.285714285714286,15.933333333333334
2024-04-01,MED009,ORS + Zinc,Réhydratation,32,800,8,0,4,2024,0,0,dry,621,15.0,28.0,35.0,37.0,11.0,22.285714285714285,23.357142857142858,23.733333333333334
2024-04-01,MED010,Ceftriaxone 1g,Antibiotique,52,6000,9,0,4,2024,0,0,dry,1772,24.0,27.0,50.0,47.0,24.0,35.0,33.92857142857143,32.233333333333334
2024-04-01,MED011,Vaccin Méningite,Vaccin,45,8000,10,0,4,2024,0,0,dry,1585,27.0,36.0,53.0,41.0,19.0,38.142857142857146,35.357142857142854,35.0
2024-04-01,MED012,Moustiquaire imprégnée,Prévention,13,3000,8,0,4,2024,0,0,dry,329,8.0,10.0,19.0,17.0,9.0,10.857142857142858,11.857142857142858,12.333333333333334
2024-04-01,MED013,Cétirizine 10mg,Antiallergique,73,1200,5,0,4,2024,0,0,dry,1731,25.0,48.0,44.0,45.0,34.0,45.857142857142854,45.642857142857146,45.666666666666664
2024-04-01,MED014,Oméprazole 20mg,Gastrique,51,2500,6,0,4,2024,0,0,dry,2126,17.0,31.0,38.0,50.0,27.0,39.857142857142854,36.142857142857146,37.4
2024-04-01,MED015,Salbutamol inhalateur,Respiratoire,52,4500,7,0,4,2024,0,0,dry,877,18.0,41.0,44.0,36.0,26.0,39.285714285714285,37.357142857142854,36.63333333333333
2024-04-02,MED001,Paracétamol 500mg,Antalgique,81,1500,9,1,4,2024,0,0,dry,1234,119.0,52.0,94.0,119.0,55.0,78.0,80.57142857142857,80.46666666666667
2024-04-02,MED002,Amoxicilline 500mg,Antibiotique,141,3500,8,1,4,2024,0,0,dry,4008,96.0,68.0,155.0,98.0,48.0,98.0,104.42857142857143,104.33333333333333
2024-04-02,MED003,Arthéméther 20mg,Antipaludéen,48,2500,10,1,4,2024,0,0,dry,2099,78.0,35.0,46.0,78.0,37.0,47.857142857142854,49.57142857142857,51.833333333333336
2024-04-02,MED004,SRO (Sel Réhydratation),Réhydratation,27,500,9,1,4,2024,0,0,dry,600,35.0,11.0,27.0,30.0,9.0,21.0,20.142857142857142,21.0
2024-04-02,MED005,Métronidazole 250mg,Antiparasitaire,27,2000,7,1,4,2024,0,0,dry,955,34.0,9.0,20.0,28.0,9.0,20.857142857142858,20.5,20.733333333333334
2024-04-02,MED006,Ibuprofène 400mg,Anti-inflammatoire,48,1800,6,1,4,2024,0,0,dry,1115,59.0,25.0,76.0,70.0,35.0,48.857142857142854,52.285714285714285,54.06666666666667
2024-04-02,MED007,Ciprofloxacine 500mg,Antibiotique,86,4000,8,1,4,2024,0,0,dry,2475,59.0,23.0,53.0,78.0,33.0,54.0,55.92857142857143,58.733333333333334
2024-04-02,MED008,Quinine 300mg,Antipaludéen,21,5000,9,1,4,2024,0,0,dry,587,22.0,8.0,19.0,23.0,10.0,15.0,15.142857142857142,16.3
2024-04-02,MED009,ORS + Zinc,Réhydratation,22,800,8,1,4,2024,0,0,dry,439,32.0,11.0,26.0,38.0,15.0,21.714285714285715,22.214285714285715,23.966666666666665
2024-04-02,MED010,Ceftriaxone 1g,Antibiotique,42,6000,9,1,4,2024,0,0,dry,893,52.0,20.0,51.0,44.0,17.0,33.714285714285715,33.785714285714285,33.06666666666667
2024-04-02,MED011,Vaccin Méningite,Vaccin,35,8000,10,1,4,2024,0,0,dry,1410,45.0,22.0,45.0,34.0,25.0,36.714285714285715,35.42857142857143,35.333333333333336
2024-04-02,MED012,Moustiquaire imprégnée,Prévention,20,3000,8,1,4,2024,0,0,dry,775,13.0,5.0,14.0,14.0,8.0,11.714285714285714,12.285714285714286,12.733333333333333
2024-04-02,MED013,Cétirizine 10mg,Antiallergique,71,1200,5,1,4,2024,0,0,dry,1580,73.0,34.0,49.0,61.0,21.0,49.0,46.357142857142854,47.333333333333336
2024-04-02,MED014,Oméprazole 20mg,Gastrique,66,2500,6,1,4,2024,0,0,dry,1379,51.0,26.0,66.0,40.0,16.0,39.857142857142854,38.0,39.06666666666667
2024-04-02,MED015,Salbutamol inhalateur,Respiratoire,59,4500,7,1,4,2024,0,0,dry,2645,52.0,25.0,42.0,42.0,24.0,41.714285714285715,38.57142857142857,37.8
2024-04-03,MED001,Paracétamol 500mg,Antalgique,117,1500,9,2,4,2024,0,0,dry,5198,81.0,48.0,80.0,113.0,78.0,83.28571428571429,80.85714285714286,81.76666666666667
2024-04-03,MED002,Amoxicilline 500mg,Antibiotique,137,3500,8,2,4,2024,0,0,dry,3121,141.0,47.0,131.0,146.0,155.0,98.85714285714286,103.78571428571429,103.73333333333333
2024-04-03,MED003,Arthéméther 20mg,Antipaludéen,60,2500,10,2,4,2024,0,0,dry,1968,48.0,33.0,65.0,68.0,64.0,47.142857142857146,49.0,51.7
2024-04-03,MED004,SRO (Sel Réhydratation),Réhydratation,20,500,9,2,4,2024,0,0,dry,673,27.0,9.0,20.0,24.0,29.0,21.0,19.857142857142858,20.7
2024-04-03,MED005,Métronidazole 250mg,Antiparasitaire,35,2000,7,2,4,2024,0,0,dry,724,27.0,8.0,23.0,26.0,24.0,22.571428571428573,21.142857142857142,21.1
2024-04-03,MED006,Ibuprofène 400mg,Anti-inflammatoire,76,1800,6,2,4,2024,0,0,dry,3210,48.0,34.0,77.0,77.0,67.0,48.714285714285715,52.214285714285715,54.36666666666667
2024-04-03,MED007,Ciprofloxacine 500mg,Antibiotique,92,4000,8,2,4,2024,0,0,dry,4029,86.0,30.0,75.0,91.0,84.0,56.42857142857143,56.0,59.0
2024-04-03,MED008,Quinine 300mg,Antipaludéen,21,5000,9,2,4,2024,0,0,dry,930,21.0,6.0,16.0,18.0,23.0,15.714285714285714,15.357142857142858,16.233333333333334
2024-04-03,MED009,ORS + Zinc,Réhydratation,36,800,8,2,4,2024,0,0,dry,714,22.0,15.0,26.0,28.0,39.0,23.142857142857142,22.785714285714285,23.866666666666667
2024-04-03,MED010,Ceftriaxone 1g,Antibiotique,43,6000,9,2,4,2024,0,0,dry,1571,42.0,24.0,38.0,49.0,39.0,34.42857142857143,33.357142857142854,33.2
2024-04-03,MED011,Vaccin Méningite,Vaccin,41,8000,10,2,4,2024,0,0,dry,1402,35.0,27.0,52.0,45.0,43.0,35.142857142857146,35.142857142857146,35.266666666666666
2024-04-03,MED012,Moustiquaire imprégnée,Prévention,17,3000,8,2,4,2024,0,0,dry,337,20.0,8.0,18.0,15.0,21.0,11.571428571428571,12.428571428571429,12.6
